id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
939182349870098134,Serviced apartment in New Orleans · 1 bedroom · 2 beds · 1 bath,495439249,RoomPicks,,Central Business District,29.95132322326596,-90.07769860296946,Entire home/apt,255,1,0,,,24,262,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
939259685443209424,Home in New Orleans · ★4.80 · 1 bedroom · 1 bed · 1 bath,3842889,Marcus,,Seventh Ward,29.969866749622295,-90.05797883429355,Entire home/apt,68,3,5,2023-10-30,1.67,7,268,5,"22-RSTR-14759, 22-OSTR-15137"
939774676879597797,Home in New Orleans · ★5.0 · 5 bedrooms · 6 beds · 3 baths,157318848,Stay Redamo Vacation Rentals,,West Riverside,29.917379350522335,-90.11757610101269,Entire home/apt,371,2,8,2023-11-24,2.20,6,127,8,"23-CSTR-03256, 22-OSTR-19185"
939797539904062745,Home in New Orleans · ★4.75 · 4 bedrooms · 7 beds · 3 baths,157318848,Stay Redamo Vacation Rentals,,Mid-City,29.966423935359447,-90.0936623488077,Entire home/apt,414,2,4,2023-11-06,1.06,6,212,4,"22-CSTR-19574, 22-OSTR-19185"
939887883576045765,Home in New Orleans · 3 bedrooms · 3 beds · 3 baths,104424742,Bryce,,Bayou St. John,29.98014,-90.08607,Entire home/apt,159,30,0,,,1,257,0,
940500806102165258,Home in New Orleans · ★4.20 · 5 bedrooms · 6 beds · 5 baths,157318848,Stay Redamo Vacation Rentals,,Central City,29.94060180873447,-90.07953078049609,Entire home/apt,332,2,5,2023-11-19,1.63,6,208,5,"22-CSTR-01161, 22-OSTR-19185"
940517706763256208,Bed and breakfast in New Orleans · ★4.75 · 2 bedrooms · 2 beds · 2.5 baths,366248447,Beth,,Marigny,29.96389,-90.0573,Private room,371,1,4,2023-11-26,1.38,9,305,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940532288256744812,Home in New Orleans · 5 bedrooms · 11 beds · 5 baths,151610385,Gary,,West Riverside,29.9192078,-90.1118139,Entire home/apt,319,30,0,,,7,153,0,
940604689813918281,Hotel in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Lower Garden District,29.94173,-90.06925,Private room,306,1,0,,,24,231,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940609798935911619,Hotel in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Lower Garden District,29.94334,-90.06937,Private room,297,1,0,,,24,241,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940610151715330634,Hotel in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Lower Garden District,29.941947976814742,-90.06889677979379,Private room,360,1,0,,,24,156,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940610614044420028,Hotel in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Lower Garden District,29.94296,-90.06888,Private room,275,1,0,,,24,247,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940611315243503913,Hotel in New Orleans · 1 bedroom · 2 beds · 1 bath,495439249,RoomPicks,,Lower Garden District,29.94347,-90.06922,Private room,287,1,0,,,24,249,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940613525964098050,Hotel in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Lower Garden District,29.94371,-90.0688,Private room,320,1,0,,,24,235,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940613718741817118,Hotel in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Lower Garden District,29.94157,-90.07003,Private room,380,1,0,,,24,216,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940613813330179940,Hotel in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Lower Garden District,29.94345,-90.06946,Private room,386,1,0,,,24,237,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940634519433141349,Condo in New Orleans · 9 bedrooms · 11 beds · 6 baths,312046089,Sonny,,Central Business District,29.950789521572105,-90.06796180527412,Entire home/apt,1049,2,0,,,13,294,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940634631625588582,Condo in New Orleans · 13 bedrooms · 17 beds · 10 baths,312046089,Sonny,,Central Business District,29.949286991440474,-90.06765155834539,Entire home/apt,1692,2,0,,,13,300,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
940640017894378322,Home in New Orleans · ★4.50 · 3 bedrooms · 4 beds · 3.5 baths,476591401,Jerrin,,Seventh Ward,29.97355326049015,-90.05929603919174,Entire home/apt,174,2,3,2023-11-26,3,4,0,3,"22-CSTR-17454, 23-OSTR-26561"
941938715282833426,Home in New Orleans · 4 bedrooms · 4 beds · 2 baths,63262870,Okiema,,Treme - Lafitte,29.96943,-90.07973,Entire home/apt,100,30,0,,,2,120,0,
942110691999848621,Home in New Orleans · 6 bedrooms · 8 beds · 4 baths,267363527,George,,Milan,29.93317,-90.09434,Entire home/apt,443,1,2,2023-11-19,2,9,228,2,"21-CSTR-12888, 21-OSTR-12869"
942662852894032872,Home in New Orleans · 4 bedrooms · 7 beds · 2 baths,488939236,Jack,,Tall Timbers - Brechtel,29.91320882580244,-90.00339579151694,Entire home/apt,144,30,0,,,4,31,0,
942664269422433909,Home in New Orleans · 2 bedrooms · 2 beds · 2 baths,488939236,Jack,,Milneburg,30.02309,-90.04889,Entire home/apt,141,30,0,,,4,357,0,
942664802365181131,Home in New Orleans · 4 bedrooms · 8 beds · 2 baths,488939236,Jack,,Seventh Ward,29.97847,-90.06655,Entire home/apt,233,30,0,,,4,165,0,
942685875798741899,Townhouse in New Orleans · ★4.73 · 2 bedrooms · 3 beds · 2 baths,28711795,Alice & Scott,,Lower Garden District,29.941505727213276,-90.06861841647499,Entire home/apt,125,1,10,2023-11-17,2.83,7,0,10,"21CSTR-20375, 23-OSTR-20727"
943320606116555424,Condo in New Orleans · 1 bedroom · 2 beds · 1 bath,344300832,Ann,,Marigny,29.9638675,-90.05928809999999,Entire home/apt,132,3,1,2023-10-16,0.60,6,229,1,"23-STR-09833, 23-OSTR-09833"
943356234735523734,Rental unit in New Orleans · ★4.89 · 7 bedrooms · 10 beds · 5 baths,276892829,Heirloom,,Central City,29.939637478875802,-90.07575181504642,Entire home/apt,452,4,36,2023-11-28,8.78,56,329,36,"23-CSTR-01187, 22-OSTR-20810"
943358777826210009,Rental unit in New Orleans · ★4.84 · 6 bedrooms · 10 beds · 5 baths,276892829,Heirloom,,Central City,29.94168377356862,-90.07764797556544,Entire home/apt,461,4,19,2023-11-21,5.33,56,350,19,"23-CSTR-01179, 22-OSTR-20810"
943437031349540916,Guest suite in New Orleans · ★4.50 · 1 bedroom · 2 beds · 1 bath,119291090,Mansion On Royal St,,Marigny,29.964098060563412,-90.05416592763291,Entire home/apt,135,30,6,2023-10-24,1.45,11,322,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
943471420223055229,Home in New Orleans · 2 bedrooms · 2 beds · 1 bath,112910785,Marigny,,St. Claude,29.96481,-90.04051,Entire home/apt,185,30,1,2023-09-30,0.45,76,281,1,
943684843617152121,Home in New Orleans · 2 bedrooms · 2 beds · 1 bath,213021340,Missy,,Mid-City,29.97099,-90.10785,Entire home/apt,78,30,0,,,1,273,0,
944159961556389528,Home in Gretna · 3 bedrooms · 5 beds · 1.5 baths,167418116,Yogi,,Broadmoor,29.943072719896186,-90.10402539936457,Entire home/apt,225,30,0,,,5,315,0,
944259866296747046,Rental unit in New Orleans · 4 bedrooms · 7 beds · 4 baths,484454783,Roami,,Central Business District,29.953763772707582,-90.06970786332728,Entire home/apt,328,30,1,2023-08-24,0.29,3,328,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
944309151151994412,Home in New Orleans · ★5.0 · 5 bedrooms · 7 beds · 4 baths,312046089,Sonny,,Bywater,29.96092,-90.03733,Entire home/apt,560,4,3,2023-11-15,1.55,13,297,3,"22-RSTR-08033, 22-OSTR-08025"
944482864062070780,Tiny home in Gretna · ★4.90 · 2 bedrooms · 2 beds · 1 bath,218938268,Jesus,,St. Roch,29.97788803130591,-90.056640228034,Entire home/apt,77,1,10,2023-11-20,2.36,3,103,10,
944980606642766562,Rental unit in New Orleans · ★4.89 · 2 bedrooms · 2 beds · 2.5 baths,218602737,Sonder (New Orleans),,Central Business District,29.95332159304356,-90.07150094212695,Entire home/apt,192,1,9,2023-11-09,2.78,75,303,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
944999121727573985,Home in New Orleans · 2 bedrooms · 2 beds · 2 baths,502433654,Shannon,,Fairgrounds,29.9806051,-90.07704199999999,Entire home/apt,68,30,1,2023-10-31,0.86,2,57,1,
945019334262956720,Home in New Orleans · 1 bedroom · 2 beds · 1 bath,196639545,Rick,,Fairgrounds,29.98076,-90.07454,Entire home/apt,100,30,0,,,1,346,0,
945026364416354544,Condo in New Orleans · 4 bedrooms · 6 beds · 2.5 baths,151238588,Charlie,,Central Business District,29.95078,-90.06803,Entire home/apt,483,2,2,2023-11-05,1.03,12,291,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
945593519031530840,Rental unit in New Orleans · 1 bedroom · 2 beds · 1 bath,456477857,Evolve,,Uptown,29.92336,-90.10435,Entire home/apt,86,30,0,,,36,357,0,
945600993388186513,Home in New Orleans · ★5.0 · 5 bedrooms · 6 beds · 3 baths,312046089,Sonny,,Irish Channel,29.921982942804057,-90.07743153064864,Entire home/apt,365,1,7,2023-11-12,2.92,13,269,7,"22-CSTR-22938, 22-OSTR-20810"
945603419807726722,Home in New Orleans · ★5.0 · 5 bedrooms · 7 beds · 3 baths,151238588,Charlie,,Treme - Lafitte,29.970240544819454,-90.07093071916061,Entire home/apt,317,2,5,2023-11-14,1.95,12,270,5,"23-ISTR-02758, 22-OSTR-16911"
945603776547216046,Condo in New Orleans · 3 bedrooms · 4 beds · 2 baths,151238588,Charlie,,Central Business District,29.949133100361855,-90.06758367965628,Entire home/apt,350,2,0,,,12,309,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
945604086104410449,Condo in New Orleans · ★4.75 · 4 bedrooms · 5 beds · 3 baths,151238588,Charlie,,Central Business District,29.94956,-90.0683,Entire home/apt,518,2,4,2023-11-10,1.67,12,305,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
946252711976263652,Home in New Orleans · ★4.75 · 3 bedrooms · 3 beds · 1 bath,45295887,Wallace,,St. Roch,29.97173506179297,-90.05630916232627,Entire home/apt,128,2,4,2023-11-26,2.31,2,23,4,"21-RSTR-12525, 23-OSTR-10030"
947751345641837111,Home in New Orleans · ★3.40 · 5 bedrooms · 6 beds · 3.5 baths,48063197,Vacasa Louisiana,,Tulane - Gravier,29.960333119123526,-90.08945148044813,Entire home/apt,611,2,4,2023-11-05,1.28,17,0,4,"23-CSTR-07548, 19-OSTR-26283"
947754189901311826,Rental unit in New Orleans · 3 bedrooms · 5 beds · 1 bath,48063197,Vacasa Louisiana,,Seventh Ward,29.97417,-90.05928,Entire home/apt,345,2,1,2023-10-23,0.70,17,362,1,"22CSTR-23050, 22OSTR-14973"
947827321762893426,Home in New Orleans · ★5.0 · 5 bedrooms · 7 beds · 4.5 baths,47108378,Michael,,Bayou St. John,29.97120516568753,-90.08494811471179,Entire home/apt,386,3,7,2023-11-20,1.83,1,326,7,"23-CSTR-04360, 23-OSTR-04351"
947894688885167318,Home in New Orleans · 3 bedrooms · 4 beds · 2 baths,100956083,Janetha,,St. Roch,29.973002306831468,-90.04957612493938,Entire home/apt,330,30,0,,,2,89,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
947959181519838788,Home in New Orleans · ★4.80 · 2 bedrooms · 2 beds · 2 baths,500012208,Bruce,,Seventh Ward,29.97218572986243,-90.06638924440819,Entire home/apt,103,1,9,2023-11-19,2.52,3,0,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
947968498094468011,Home in New Orleans · ★4.86 · 1 bedroom · 1 bed · 1 bath,500012208,Bruce,,Seventh Ward,29.97254448041327,-90.06698255621136,Entire home/apt,76,2,7,2023-11-20,2.28,3,150,7,"23-CSTR-10216, 23-OSTR-10030"
948348510778119884,Condo in New Orleans · ★4.71 · Studio · 2 beds · 1 bath,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,100,1,7,2023-10-20,1.94,111,312,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
948491114010832212,Rental unit in New Orleans · 2 bedrooms · 2 beds · 2 baths,64823547,Brenna And Nick,,Fairgrounds,29.98080432877138,-90.08192075716953,Entire home/apt,77,30,0,,,67,80,0,
948581570579027644,Home in New Orleans · 1 bedroom · 1 bed · 1 bath,508600133,New Orleans,,Treme - Lafitte,29.965910006896554,-90.06787078992585,Entire home/apt,55,1,1,2023-10-02,0.47,11,138,1,"21RSTR-74335, 21OSTR-74335"
948805526371680395,Rental unit in New Orleans · 1 bedroom · 2 beds · 1 bath,308578179,N,,Central Business District,29.949750814142167,-90.06762551382494,Entire home/apt,331,30,0,,,1,109,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
949043632371571196,Rental unit in New Orleans · ★4.80 · 2 bedrooms · 2 beds · 1 bath,11372242,Thiamanti,,Irish Channel,29.91778,-90.09078,Entire home/apt,107,2,4,2023-11-05,2.07,44,0,4,"20-CSTR-29245, 19-OSTR-70333"
949263069689252497,Condo in New Orleans · 6 bedrooms · 13 beds · 4 baths,276892829,Heirloom,,Central City,29.94147649055159,-90.07581789862843,Entire home/apt,1110,2,0,,,56,312,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
949290095317663173,Hotel in New Orleans · ★5.0 · 1 bedroom · 2 beds · 14.5 shared baths,386835865,Big Easy,,Central Business District,29.955598410297423,-90.0713577018524,Shared room,19,1,6,2023-10-23,1.58,5,365,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
949303450431855100,Serviced apartment in New Orleans · 1 bedroom · 2 beds · 1 bath,495439249,RoomPicks,,Central Business District,29.9512962114137,-90.07932237360944,Entire home/apt,662,1,0,,,24,266,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
949303889037817646,Serviced apartment in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Central Business District,29.952881737161267,-90.0791927323,Entire home/apt,330,1,0,,,24,268,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
949304029489750024,Serviced apartment in New Orleans · 1 bedroom · 2 beds · 1 bath,495439249,RoomPicks,,Central Business District,29.952304109892378,-90.07966077814399,Entire home/apt,408,1,1,2023-09-28,0.44,24,266,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
949304156222120566,Serviced apartment in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Central Business District,29.95087,-90.07954,Entire home/apt,408,1,0,,,24,269,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
949304407904475896,Serviced apartment in New Orleans · 1 bedroom · 1 bed · 1 bath,495439249,RoomPicks,,Central Business District,29.95153,-90.0794,Entire home/apt,391,1,0,,,24,265,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
949304609791438078,Serviced apartment in New Orleans · 1 bedroom · 2 beds · 1 bath,495439249,RoomPicks,,Central Business District,29.95305,-90.07932,Entire home/apt,399,1,0,,,24,263,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
949352518700275909,Rental unit in New Orleans · ★4.57 · 1 bedroom · 2 beds · 1 bath,25497676,Adele,,Mid-City,29.9675441,-90.09091,Entire home/apt,114,2,6,2023-11-19,1.94,5,0,6,"22-CSTR-23073, 21-OSTR-02329"
949396335867867118,Home in New Orleans · 2 bedrooms · 1 bed · 1 bath,439165934,David,,Marlyville - Fontainbleau,29.9574,-90.11323,Entire home/apt,119,30,2,2023-08-10,0.51,6,0,2,"20RSTR-70127, 20OSTR-70127"
949518174981876854,Home in New Orleans · 2 bedrooms · 2 beds · 1 bath,114070056,Kevin,,Seventh Ward,29.981406387927215,-90.06179776434162,Entire home/apt,76,30,0,,,2,0,0,
949882548660237074,Home in New Orleans · ★5.0 · 5 bedrooms · 6 beds · 5 baths,390097449,Nick,,Bayou St. John,29.96906,-90.08464,Entire home/apt,321,3,9,2023-11-26,2.55,8,0,9,"23-CSTR-04287, 22-OSTR-22814"
949920871952045758,Home in New Orleans · ★5.0 · 6 bedrooms · 7 beds · 5 baths,390097449,Nick,,Bayou St. John,29.97047848183402,-90.08626337587846,Entire home/apt,314,3,8,2023-11-25,2.24,8,0,8,"23-CSTR-04288, 22-OSTR-22814"
949958334302012547,Rental unit in New Orleans · 2 bedrooms · 2 beds · 1 bath,11372242,Thiamanti,,Irish Channel,29.91723,-90.09264,Entire home/apt,113,2,2,2023-10-22,1.05,44,59,2,"20-CSTR-29243, 19-OSTR-70333"
950192506961192439,Home in New Orleans · ★4.67 · 3 bedrooms · 4 beds · 2 baths,379441551,Henry,,Lake Catherine,30.149476401532954,-89.73927340558487,Entire home/apt,291,3,3,2023-10-22,1.38,2,156,3,"22cstr-18160, 22-ostr-07632"
950663905558348943,Home in New Orleans · ★4.67 · 5 bedrooms · 8 beds · 2.5 baths,3526596,Wanderful,,Central City,29.93977183524089,-90.08336388267386,Entire home/apt,251,2,3,2023-11-19,0.97,1,202,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
950728711095422192,Condo in New Orleans · 7 bedrooms · 9 beds · 4 baths,312046089,Sonny,,Central City,29.94382,-90.07702,Entire home/apt,511,2,2,2023-11-18,0.92,13,326,2,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
950793542838728161,Home in New Orleans · 4 bedrooms · 4 beds · 2 baths,509369279,Eloise Mae,,Irish Channel,29.921803984688157,-90.08655789740229,Entire home/apt,239,1,0,,,1,0,0,"22-RSTR-16695, 22-OSTR-22167"
950979632045346835,Rental unit in New Orleans · 5 bedrooms · 7 beds · 3 baths,41403925,Alyssa,,French Quarter,29.954590091757918,-90.0664608187554,Entire home/apt,439,2,1,2023-11-19,1,8,59,1,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
951497408825029524,Rental unit in New Orleans · ★New · 1 bedroom · 4 beds · 1 bath,525533822,Glennel,,Seventh Ward,29.97614,-90.05804,Entire home/apt,88,1,0,,,1,249,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
951611135724368075,Loft in New Orleans · 2 bedrooms · 1 bed · 1 bath,487713342,Boutique,,Irish Channel,29.92682,-90.08114,Entire home/apt,167,1,2,2023-11-05,1.40,6,77,2,"22-CSTR-13145, 22OSTR13145"
952194250621572142,Rental unit in New Orleans · ★4.20 · 1 bedroom · 1 bed · 1 bath,65331512,Kay,,Central Business District,29.954871858707495,-90.07313996311913,Entire home/apt,70,1,9,2023-11-12,2.70,15,0,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
952377822085985261,Rental unit in New Orleans · ★5.0 · Studio · 1 bed · 1 bath,93365060,Christian,,St. Thomas Dev,29.92739,-90.07392,Entire home/apt,58,1,8,2023-11-28,3.43,1,279,8,"23STR-10382, 23-OSTR-10382"
952490991793355740,Home in New Orleans · ★5.0 · 4 bedrooms · 6 beds · 2 baths,77550888,Elizabeth,,Mid-City,29.970373639385805,-90.09310087793338,Entire home/apt,149,3,7,2023-11-26,2.28,1,305,7,"22-CSTR-00472, 22-OSTR-00472"
952780752938401706,Home in New Orleans · ★5.0 · 4 bedrooms · 4 beds · 4.5 baths,276892829,Heirloom,,Central Business District,29.94786,-90.07553,Entire home/apt,402,2,4,2023-11-05,1.90,56,309,4,"23-CSTR-11570, 22-OSTR-20810"
952781186592242160,Condo in New Orleans · ★5.0 · 6 bedrooms · 9 beds · 3 baths,151238588,Charlie,,Central City,29.939594033670488,-90.07922859352077,Entire home/apt,513,2,3,2023-11-19,1.38,12,263,3,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
952923935403967517,Home in New Orleans · 1 bedroom · 1 bed · 1 bath,79597408,A.M.G.,,Hollygrove,29.9731044,-90.1233618,Private room,45,30,0,,,7,269,0,
953135769617043222,Home in New Orleans · ★New · 3 bedrooms · 3 beds · 2 baths,186119494,Jordan,,St. Roch,29.98369,-90.05001,Entire home/apt,190,3,1,2023-11-26,1,1,68,1,"23-NSTR-14454, 23-OSTR-20917"
953558697340782164,Rental unit in New Orleans · 2 bedrooms · 2 beds · 1 bath,64823547,Brenna And Nick,,Uptown,29.92983694137674,-90.1058957792024,Entire home/apt,68,30,0,,,67,305,0,
953558830643513063,Rental unit in New Orleans · 2 bedrooms · 2 beds · 1 bath,64823547,Brenna And Nick,,Uptown,29.92785,-90.10574,Entire home/apt,90,30,1,2023-09-23,0.41,67,206,1,
953567239297274791,Home in New Orleans · ★5.0 · 8 bedrooms · 8 beds · 6 baths,64365837,Mike,,Tulane - Gravier,29.96128542039764,-90.08999974778787,Entire home/apt,366,3,3,2023-11-25,2.00,56,341,3,"21-CSTR-20140, 19-OSTR-26283"
954279571865896108,Home in New Orleans · ★5.0 · 4 bedrooms · 4 beds · 3 baths,64365837,Mike,,Tulane - Gravier,29.9614,-90.08997,Entire home/apt,175,3,6,2023-11-26,1.82,56,348,6,"21-CSTR-20138, 19-OSTR-26283"
954291615973274027,Rental unit in New Orleans · ★5.0 · 6 bedrooms · 10 beds · 5 baths,312046089,Sonny,,Central City,29.939445274190163,-90.07611380466288,Entire home/apt,516,4,16,2023-11-26,5.16,13,0,16,"23-CSTR-01166, 22-OSTR-20810"
954346691938039190,Hotel in New Orleans · 4 bedrooms · 8 beds · 4 baths,495439249,RoomPicks,,Lower Garden District,29.94218165952972,-90.06883888845051,Private room,1095,1,0,,,24,244,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
954347126254128217,Hotel in New Orleans · 3 bedrooms · 6 beds · 3 baths,495439249,RoomPicks,,Lower Garden District,29.94141,-90.06881,Private room,821,1,0,,,24,245,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
954347399881587110,Hotel in New Orleans · 2 bedrooms · 4 beds · 2 baths,495439249,RoomPicks,,Lower Garden District,29.94308,-90.06885,Private room,548,1,0,,,24,248,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
954363844233017966,Rental unit in New Orleans · 1 bedroom · 2 beds · 1 bath,151610385,Gary,,West Riverside,29.919692406459973,-90.11232327426795,Entire home/apt,99,30,0,,,7,237,0,
954906284411591950,Condo in New Orleans · ★4.92 · 1 bedroom · 3 beds · 1 bath,442915263,Hosteeva California Building,,Central Business District,29.9545479,-90.0743526,Entire home/apt,114,1,12,2023-11-27,4.04,111,0,12,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
955018564074338066,Serviced apartment in New Orleans · 1 bedroom · 1 bed · 1 bath,501999514,RoomPicks,,Central Business District,29.95366,-90.07344,Entire home/apt,188,1,0,,,70,309,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
955113958624128853,Home in New Orleans · 3 bedrooms · 3 beds · 3.5 baths,64365837,Mike,,Treme - Lafitte,29.967580091426658,-90.07541067777164,Entire home/apt,140,3,1,2023-10-09,0.53,56,357,1,"22-CSTR-11213, 19-OSTR-26283"
955380218531947719,Rental unit in New Orleans · ★4.67 · 1 bedroom · 1 bed · 1 bath,46668109,Nola,,Treme - Lafitte,29.967231308990183,-90.06889055511277,Entire home/apt,62,1,9,2023-11-10,3.97,5,230,9,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
955657704407617354,Rental unit in New Orleans · ★4.67 · 1 bedroom · 1 bed · 1 bath,46668109,Nola,,Treme - Lafitte,29.967166830757076,-90.06893350848975,Entire home/apt,58,1,6,2023-11-02,1.96,5,203,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
955663709753595767,Rental unit in New Orleans · ★4.71 · 1 bedroom · 1 bed · 1 bath,46668109,Nola,,Treme - Lafitte,29.96622,-90.06477,Entire home/apt,58,1,7,2023-11-27,2.50,5,212,7,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
955674599000861005,Rental unit in New Orleans · ★5.0 · 1 bedroom · 3 beds · 1 bath,46668109,Nola,,Seventh Ward,29.96907514569325,-90.06723153522599,Entire home/apt,61,1,4,2023-11-13,1.24,5,210,4,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
955755078437182596,Home in New Orleans · ★5.0 · 5 bedrooms · 5 beds · 4 baths,28711795,Alice & Scott,,Lower Garden District,29.93788,-90.06863,Entire home/apt,395,2,7,2023-11-21,2.02,7,254,7,"23-CSTR-02319, 23-OSTR-02336"
955844841370765711,Home in New Orleans · ★5.0 · 2 bedrooms · 3 beds · 1 bath,14307397,Matthew,,Bywater,29.962041196963366,-90.03323134451217,Entire home/apt,86,3,8,2023-11-26,2.61,2,125,8,"22-RSTR-16908, 22-OSTR-17408"
956489802963588953,Home in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1 bath,339440056,Laura,,Seventh Ward,29.96934737725959,-90.05785928465576,Entire home/apt,114,1,17,2023-11-29,6.46,3,36,17,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
957289538810650585,Home in New Orleans · ★4.20 · 3 bedrooms · 3 beds · 2 baths,465945249,Breshon,,Seventh Ward,29.9808504266966,-90.06161133941127,Entire home/apt,190,1,4,2023-11-12,1.30,1,0,4,"23CSTR-16949, 23-OSTR-16949"
957334228102290583,Rental unit in New Orleans · 2 bedrooms · 3 beds · 2 baths,531665662,Jessica,,East Carrollton,29.9495909,-90.12140269999999,Entire home/apt,112,30,0,,,1,180,0,
957435654543414461,Condo in New Orleans · 2 bedrooms · 3 beds · 2 baths,472410544,Emma,,Central Business District,29.955911864956462,-90.07498439410398,Entire home/apt,550,3,0,,,4,3,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
957809485034921042,Condo in New Orleans · ★5.0 · 2 bedrooms · 3 beds · 1 bath,344300832,Ann,,Marigny,29.9638675,-90.05928809999999,Entire home/apt,200,3,3,2023-11-13,1.58,6,149,3,"23-STR-09833, 23-OSTR-09833"
957879678431311474,Rental unit in New Orleans · ★4.38 · 1 bedroom · 1 bed · 1 bath,62166593,Kayla,,Mid-City,29.97239050437919,-90.0917331670194,Entire home/apt,75,1,8,2023-11-20,3.69,2,79,8,"22-RSTR-32123, 23-OSTR-28312"
957948341550489169,Loft in New Orleans · Studio · 1 bed · 1 bath,456477857,Evolve,,Lower Garden District,29.9301,-90.07747,Entire home/apt,70,30,0,,,36,338,0,
957984850842483502,Home in New Orleans · ★4.90 · 2 bedrooms · 2 beds · 1 bath,531841945,Todd,,Seventh Ward,29.977591722134576,-90.05878102891604,Entire home/apt,97,2,10,2023-11-26,5.17,1,144,10,"23-NSTR-15200, 23-OSTR-11122"
958374268006800575,Rental unit in New Orleans · ★4.67 · Studio · 2 beds · 1 bath,437309047,Ronald,,Lower Garden District,29.936929890210056,-90.06793008527255,Entire home/apt,111,4,5,2023-10-29,1.90,1,0,5,"21RSTR-22431, 21-Ostr-12621"
958632125590017611,Rental unit in New Orleans · ★5.0 · 2 bedrooms · 4 beds · 2 baths,66135051,Rob,,St. Claude,29.96361863177999,-90.03610253334045,Entire home/apt,166,3,8,2023-11-26,4.14,5,148,8,"22-cstr-16353, 22-OSTR-01548"
